full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
berbicara perjuangan feminis absurd tapi giliran ada kasus KDRT pemerkosaan ama femisida pada diem heran,negatif,berbicara perjuangan feminis absurd tapi giliran ada kasus kdrt pemerkosaan ama femisida pada diem heran,berbicara perjuangan feminis absurd tetapi giliran ada kasus kdrt pemerkosaan ama femisida pada diem heran,"['berbicara', 'perjuangan', 'feminis', 'absurd', 'tetapi', 'giliran', 'ada', 'kasus', 'kdrt', 'pemerkosaan', 'ama', 'femisida', 'pada', 'diem', 'heran']","['berbicara', 'perjuangan', 'feminis', 'absurd', 'giliran', 'kasus', 'kdrt', 'pemerkosaan', 'ama', 'femisida', 'diem', 'heran']","['bicara', 'juang', 'finis', 'absurd', 'gilir', 'kasus', 'kdrt', 'perkosa', 'ama', 'femisida', 'diem', 'heran']",bicara juang finis absurd gilir kasus kdrt perkosa ama femisida diem heran
Dan dia masuk rumah penampungan korban KDRT akhirnya ketemu danielle yang support dia malah Danielle log out dan balik lagi ke suaminya (yang kdrt juga) Korban kdrt rata-rata bakal ngalamin fase berulang bahkan sampai 7 kali baru bisa bener2 pergi..... GODDD,negatif,dan dia masuk rumah penampungan korban kdrt akhirnya ketemu danielle yang support dia malah danielle log out dan balik lagi ke suaminya yang kdrt juga korban kdrt rata rata bakal ngalamin fase berulang bahkan sampai kali baru bisa bener pergi godd,dan dia masuk rumah penampungan korban kdrt akhirnya ketemu danielle yang dukung dia danielle log out dan balik lagi ke suaminya yang kdrt juga korban kdrt rata rata akan ngalamin fase berulang bahkan sampai kali baru bisa benar pergi godd,"['dan', 'dia', 'masuk', 'rumah', 'penampungan', 'korban', 'kdrt', 'akhirnya', 'ketemu', 'danielle', 'yang', 'dukung', 'dia', 'danielle', 'log', 'out', 'dan', 'balik', 'lagi', 'ke', 'suaminya', 'yang', 'kdrt', 'juga', 'korban', 'kdrt', 'rata', 'rata', 'akan', 'ngalamin', 'fase', 'berulang', 'bahkan', 'sampai', 'kali', 'baru', 'bisa', 'benar', 'pergi', 'godd']","['masuk', 'rumah', 'penampungan', 'korban', 'kdrt', 'akhirnya', 'ketemu', 'danielle', 'dukung', 'danielle', 'log', 'out', 'balik', 'suaminya', 'kdrt', 'korban', 'kdrt', 'rata', 'rata', 'ngalamin', 'fase', 'berulang', 'bahkan', 'kali', 'baru', 'benar', 'pergi', 'godd']","['masuk', 'rumah', 'tampung', 'korban', 'kdrt', 'akhir', 'ketemu', 'danielle', 'dukung', 'danielle', 'log', 'out', 'balik', 'suami', 'kdrt', 'korban', 'kdrt', 'rata', 'rata', 'ngalamin', 'fase', 'ulang', 'bahkan', 'kali', 'baru', 'benar', 'pergi', 'godd']",masuk rumah tampung korban kdrt akhir ketemu danielle dukung danielle log out balik suami kdrt korban kdrt rata rata ngalamin fase ulang bahkan kali baru benar pergi godd
Kayanya gue juga lagi sensi ep 2 bikin tambah nangis yaa allah gue ikut bayangin gimana rasanya jadi korban kdrt dan susah keluar dari sikon itu mana Alex ga punya tempat pulang satu2nya pusat dunia dia cuma anaknya Semoga semua wanita dijauhkan dari laki-laki abusive,negatif,kayanya gue juga lagi sensi ep bikin tambah nangis yaa allah gue ikut bayangin gimana rasanya jadi korban kdrt dan susah keluar dari sikon itu mana alex ga punya tempat pulang satunya pusat dunia dia cuma anaknya semoga semua wanita dijauhkan dari laki laki abusive,kayanya saya juga lagi sensi ep bikin tambah nangis yaa allah saya ikut bayangkan bagaimana rasanya jadi korban kdrt dan susah keluar dari sikon itu mana alex tidak punya tempat pulang satunya pusat dunia dia cuma anaknya semoga semua wanita dijauhkan dari laki laki abusive,"['kayanya', 'saya', 'juga', 'lagi', 'sensi', 'ep', 'bikin', 'tambah', 'nangis', 'yaa', 'allah', 'saya', 'ikut', 'bayangkan', 'bagaimana', 'rasanya', 'jadi', 'korban', 'kdrt', 'dan', 'susah', 'keluar', 'dari', 'sikon', 'itu', 'mana', 'alex', 'tidak', 'punya', 'tempat', 'pulang', 'satunya', 'pusat', 'dunia', 'dia', 'cuma', 'anaknya', 'semoga', 'semua', 'wanita', 'dijauhkan', 'dari', 'laki', 'laki', 'abusive']","['kayanya', 'sensi', 'ep', 'bikin', 'tambah', 'nangis', 'yaa', 'allah', 'ikut', 'bayangkan', 'bagaimana', 'rasanya', 'jadi', 'korban', 'kdrt', 'susah', 'keluar', 'sikon', 'mana', 'alex', 'tidak', 'punya', 'tempat', 'pulang', 'satunya', 'pusat', 'dunia', 'cuma', 'anaknya', 'semoga', 'semua', 'wanita', 'dijauhkan', 'laki', 'laki', 'abusive']","['kaya', 'sensi', 'ep', 'bikin', 'tambah', 'nang', 'yaa', 'allah', 'ikut', 'bayang', 'rasa', 'korban', 'kdrt', 'susah', 'keluar', 'sikon', 'alex', 'tidak', 'punya', 'tempat', 'pulang', 'satu', 'pusat', 'dunia', 'anak', 'semoga', 'semua', 'wanita', 'jauh', 'laki', 'laki', 'abusive']",kaya sensi ep bikin tambah nang yaa allah ikut bayang rasa korban kdrt susah keluar sikon alex tidak punya tempat pulang satu pusat dunia anak semoga semua wanita jauh laki laki abusive
Gender war tapi yg dibunuh disiram air keras kena KDRT jadi korban kejahatan dan eksploitasi seksual disuruh 'berkorban' selalunya perempuan. Sama aja kayak bilang 'Perang' Israel-Palestina padahal 99% korban jiwa dan kerusakan infrastruktur orang Palestina,negatif,gender war tapi yg dibunuh disiram air keras kena kdrt jadi korban kejahatan dan eksploitasi seksual disuruh berkorban selalunya perempuan sama aja kayak bilang perang israel palestina padahal korban jiwa dan kerusakan infrastruktur orang palestina,gender war tetapi yang dibunuh disiram air keras terkena kdrt jadi korban kejahatan dan eksploitasi seksual disuruh berkorban selalunya perempuan sama saja seperti bilang perang israel palestina padahal korban jiwa dan kerusakan infrastruktur orang palestina,"['gender', 'war', 'tetapi', 'yang', 'dibunuh', 'disiram', 'air', 'keras', 'terkena', 'kdrt', 'jadi', 'korban', 'kejahatan', 'dan', 'eksploitasi', 'seksual', 'disuruh', 'berkorban', 'selalunya', 'perempuan', 'sama', 'saja', 'seperti', 'bilang', 'perang', 'israel', 'palestina', 'padahal', 'korban', 'jiwa', 'dan', 'kerusakan', 'infrastruktur', 'orang', 'palestina']","['gender', 'war', 'dibunuh', 'disiram', 'air', 'keras', 'terkena', 'kdrt', 'jadi', 'korban', 'kejahatan', 'eksploitasi', 'seksual', 'disuruh', 'berkorban', 'selalunya', 'perempuan', 'sama', 'bilang', 'perang', 'israel', 'palestina', 'padahal', 'korban', 'jiwa', 'kerusakan', 'infrastruktur', 'orang', 'palestina']","['gender', 'war', 'bunuh', 'siram', 'air', 'keras', 'kena', 'kdrt', 'korban', 'jahat', 'eksploitasi', 'seksual', 'suruh', 'korban', 'selalu', 'perempuan', 'sama', 'bilang', 'perang', 'israel', 'palestina', 'padahal', 'korban', 'jiwa', 'rusa', 'infrastruktur', 'orang', 'palestina']",gender war bunuh siram air keras kena kdrt korban jahat eksploitasi seksual suruh korban selalu perempuan sama bilang perang israel palestina padahal korban jiwa rusa infrastruktur orang palestina
@ZuGaBe47 @becaksarkas Perempuan korban kdrt jg byk yg laporannya ga digubris tp klo udh dibunuh/viral baru diurus tp perempuan skrg lebih berani berbicara krn kita punya empati buat nolong satu sm lain biar viral laki² jangankan nolong satu sm lain ad korban berbicara aj lgsg dipojokin sm sesama laki,negatif,perempuan korban kdrt jg byk yg laporannya ga digubris tp klo udh dibunuhviral baru diurus tp perempuan skrg lebih berani berbicara krn kita punya empati buat nolong satu sm lain biar viral laki jangankan nolong satu sm lain ad korban berbicara aj lgsg dipojokin sm sesama laki,perempuan korban kdrt juga banyak yang laporannya tidak digubris tetapi kalau sudah dibunuhviral baru diurus tetapi perempuan sekarang lebih berani berbicara karena kita punya empati buat nolong satu sama lain agar viral laki jangankan nolong satu sama lain ada korban berbicara saja langsung dipojokin sama sesama laki,"['perempuan', 'korban', 'kdrt', 'juga', 'banyak', 'yang', 'laporannya', 'tidak', 'digubris', 'tetapi', 'kalau', 'sudah', 'dibunuhviral', 'baru', 'diurus', 'tetapi', 'perempuan', 'sekarang', 'lebih', 'berani', 'berbicara', 'karena', 'kita', 'punya', 'empati', 'buat', 'nolong', 'satu', 'sama', 'lain', 'agar', 'viral', 'laki', 'jangankan', 'nolong', 'satu', 'sama', 'lain', 'ada', 'korban', 'berbicara', 'saja', 'langsung', 'dipojokin', 'sama', 'sesama', 'laki']","['perempuan', 'korban', 'kdrt', 'banyak', 'laporannya', 'tidak', 'digubris', 'kalau', 'dibunuhviral', 'baru', 'diurus', 'perempuan', 'sekarang', 'lebih', 'berani', 'berbicara', 'punya', 'empati', 'buat', 'nolong', 'satu', 'sama', 'viral', 'laki', 'jangankan', 'nolong', 'satu', 'sama', 'korban', 'berbicara', 'langsung', 'dipojokin', 'sama', 'sesama', 'laki']","['perempuan', 'korban', 'kdrt', 'banyak', 'lapor', 'tidak', 'gubris', 'dibunuhviral', 'baru', 'urus', 'perempuan', 'sekarang', 'lebih', 'berani', 'bicara', 'punya', 'empati', 'buat', 'nolong', 'satu', 'sama', 'viral', 'laki', 'jangan', 'nolong', 'satu', 'sama', 'korban', 'bicara', 'langsung', 'dipojokin', 'sama', 'sama', 'laki']",perempuan korban kdrt banyak lapor tidak gubris dibunuhviral baru urus perempuan sekarang lebih berani bicara punya empati buat nolong satu sama viral laki jangan nolong satu sama korban bicara langsung dipojokin sama sama laki
@RevoNugroho @kamuketika @purebprince atur aja deh toh opini lo ini tdk merubah fakta bahwa cowok memang lebih VIOLENT daripada perempuan jumlah pelaku KDRT masih didominasi COWOK dan mayoritas korban kekerasan seksual itu perempuan. jadi stance lo ya pertahanin aja toh faktanya emang cowok kaya gitu. wakaka,negatif,atur aja deh toh opini lo ini tdk merubah fakta bahwa cowok memang lebih violent daripada perempuan jumlah pelaku kdrt masih didominasi cowok dan mayoritas korban kekerasan seksual itu perempuan jadi stance lo ya pertahanin aja toh faktanya emang cowok kaya gitu wakaka,atur saja toh opini kamu ini tidak Mengubah fakta bahwa cowok memang lebih violent daripada perempuan jumlah pelaku kdrt masih didominasi cowok dan mayoritas korban kekerasan seksual itu perempuan jadi stance kamu ya pertahanin saja toh faktanya memang cowok kaya begitu wakaka,"['atur', 'saja', 'toh', 'opini', 'kamu', 'ini', 'tidak', 'Mengubah', 'fakta', 'bahwa', 'cowok', 'memang', 'lebih', 'violent', 'daripada', 'perempuan', 'jumlah', 'pelaku', 'kdrt', 'masih', 'didominasi', 'cowok', 'dan', 'mayoritas', 'korban', 'kekerasan', 'seksual', 'itu', 'perempuan', 'jadi', 'stance', 'kamu', 'ya', 'pertahanin', 'saja', 'toh', 'faktanya', 'memang', 'cowok', 'kaya', 'begitu', 'wakaka']","['atur', 'opini', 'kamu', 'tidak', 'Mengubah', 'fakta', 'cowok', 'memang', 'lebih', 'violent', 'perempuan', 'jumlah', 'pelaku', 'kdrt', 'didominasi', 'cowok', 'mayoritas', 'korban', 'kekerasan', 'seksual', 'perempuan', 'jadi', 'stance', 'kamu', 'pertahanin', 'faktanya', 'memang', 'cowok', 'kaya', 'wakaka']","['atur', 'opini', 'tidak', 'ubah', 'fakta', 'cowok', 'memang', 'lebih', 'violent', 'perempuan', 'jumlah', 'laku', 'kdrt', 'dominasi', 'cowok', 'mayoritas', 'korban', 'keras', 'seksual', 'perempuan', 'stance', 'pertahanin', 'fakta', 'memang', 'cowok', 'kaya', 'wakaka']",atur opini tidak ubah fakta cowok memang lebih violent perempuan jumlah laku kdrt dominasi cowok mayoritas korban keras seksual perempuan stance pertahanin fakta memang cowok kaya wakaka
Perempuan salah mulu ya. Kalo dilarang suami kerja trus ga punya penghasilan samsek rentan jd korban kdrt. Kalaupun suaminya baik ada aja bayangan stigma IRT. Milih kerja krn kebutuhan ekonomi udh gila gini disebutnya lawan kodrat skrg nambah disebut korban proyek income tax.,negatif,perempuan salah mulu ya kalo dilarang suami kerja trus ga punya penghasilan samsek rentan jd korban kdrt kalaupun suaminya baik ada aja bayangan stigma irt milih kerja krn kebutuhan ekonomi udh gila gini disebutnya lawan kodrat skrg nambah disebut korban proyek income tax,perempuan salah mulu ya kalau dilarang suami kerja terus tidak punya penghasilan samsek rentan jadi korban kdrt kalaupun suaminya baik ada saja bayangan stigma irt milih kerja karena kebutuhan ekonomi sudah gila begini disebutnya lawan kodrat sekarang tambah disebut korban proyek income tax,"['perempuan', 'salah', 'mulu', 'ya', 'kalau', 'dilarang', 'suami', 'kerja', 'terus', 'tidak', 'punya', 'penghasilan', 'samsek', 'rentan', 'jadi', 'korban', 'kdrt', 'kalaupun', 'suaminya', 'baik', 'ada', 'saja', 'bayangan', 'stigma', 'irt', 'milih', 'kerja', 'karena', 'kebutuhan', 'ekonomi', 'sudah', 'gila', 'begini', 'disebutnya', 'lawan', 'kodrat', 'sekarang', 'tambah', 'disebut', 'korban', 'proyek', 'income', 'tax']","['perempuan', 'salah', 'mulu', 'kalau', 'dilarang', 'suami', 'kerja', 'terus', 'tidak', 'punya', 'penghasilan', 'samsek', 'rentan', 'jadi', 'korban', 'kdrt', 'kalaupun', 'suaminya', 'baik', 'bayangan', 'stigma', 'irt', 'milih', 'kerja', 'kebutuhan', 'ekonomi', 'gila', 'begini', 'disebutnya', 'lawan', 'kodrat', 'sekarang', 'tambah', 'disebut', 'korban', 'proyek', 'income', 'tax']","['perempuan', 'salah', 'mulu', 'larang', 'suami', 'kerja', 'tidak', 'punya', 'hasil', 'samsek', 'rentan', 'korban', 'kdrt', 'kalaupun', 'suami', 'baik', 'bayang', 'stigma', 'irt', 'milih', 'kerja', 'butuh', 'ekonomi', 'gila', 'begini', 'sebut', 'lawan', 'kodrat', 'sekarang', 'tambah', 'sebut', 'korban', 'proyek', 'income', 'tax']",perempuan salah mulu larang suami kerja tidak punya hasil samsek rentan korban kdrt kalaupun suami baik bayang stigma irt milih kerja butuh ekonomi gila begini sebut lawan kodrat sekarang tambah sebut korban proyek income tax
@FaridHarja22255 @Poldajatim90703 @LBHMalang @karniilyas @mohmahfudmd @rano_alfath @FraksiPKB @BafaqihHikmah Saya mengerti pak. Itu knp kami bikin UU KDRT juga UU TPKS agar ada keadilan bgi korban juga mencegah agar tdk terjadi pengulangan. SDM APH jg harus ditingkatkan agr tau bgm.menangani kasus2 demikian dg tepat dan adil,positif,saya mengerti pak itu knp kami bikin uu kdrt juga uu tpks agar ada keadilan bgi korban juga mencegah agar tdk terjadi pengulangan sdm aph jg harus ditingkatkan agr tau bgmmenangani kasus demikian dg tepat dan adil,saya mengerti pak itu mengapa kami bikin uu kdrt juga uu tpks agar ada keadilan bgi korban juga mencegah agar tidak terjadi pengulangan sdm aph juga harus ditingkatkan agar tahu bgmmenangani kasus demikian dengan tepat dan adil,"['saya', 'mengerti', 'pak', 'itu', 'mengapa', 'kami', 'bikin', 'uu', 'kdrt', 'juga', 'uu', 'tpks', 'agar', 'ada', 'keadilan', 'bgi', 'korban', 'juga', 'mencegah', 'agar', 'tidak', 'terjadi', 'pengulangan', 'sdm', 'aph', 'juga', 'harus', 'ditingkatkan', 'agar', 'tahu', 'bgmmenangani', 'kasus', 'demikian', 'dengan', 'tepat', 'dan', 'adil']","['mengerti', 'pak', 'bikin', 'uu', 'kdrt', 'uu', 'tpks', 'keadilan', 'bgi', 'korban', 'mencegah', 'tidak', 'terjadi', 'pengulangan', 'sdm', 'aph', 'ditingkatkan', 'tahu', 'bgmmenangani', 'kasus', 'tepat', 'adil']","['erti', 'pak', 'bikin', 'uu', 'kdrt', 'uu', 'tpks', 'adil', 'bgi', 'korban', 'cegah', 'tidak', 'ulang', 'sdm', 'aph', 'tingkat', 'tahu', 'bgmmenangani', 'kasus', 'tepat', 'adil']",erti pak bikin uu kdrt uu tpks adil bgi korban cegah tidak ulang sdm aph tingkat tahu bgmmenangani kasus tepat adil
@intinyadeh Jdi ini lagi proses ceraikan?(cpek ngeliat korban kdrt gk mau cerai)Mkanya ngurus hak asuh tpi klau pengadilan smpai mutusin hak asuk ke dajjal itu pengadilannya gila udah jelas anaknya tkanan batin ngeliat kelakuan dajjal awas aja klau smpai dikasih ada aja klakuan dajjal,negatif,jdi ini lagi proses ceraikancpek ngeliat korban kdrt gk mau ceraimkanya ngurus hak asuh tpi klau pengadilan smpai mutusin hak asuk ke dajjal itu pengadilannya gila udah jelas anaknya tkanan batin ngeliat kelakuan dajjal awas aja klau smpai dikasih ada aja klakuan dajjal,jdi ini lagi proses ceraikancpek melihat korban kdrt tidak mau ceraimkanya ngurus hak asuh tapi klau pengadilan smpai mutusin hak asuk ke dajjal itu pengadilannya gila sudah jelas anaknya tkanan batin melihat kelakuan dajjal awas saja klau smpai dikasih ada saja klakuan dajjal,"['jdi', 'ini', 'lagi', 'proses', 'ceraikancpek', 'melihat', 'korban', 'kdrt', 'tidak', 'mau', 'ceraimkanya', 'ngurus', 'hak', 'asuh', 'tapi', 'klau', 'pengadilan', 'smpai', 'mutusin', 'hak', 'asuk', 'ke', 'dajjal', 'itu', 'pengadilannya', 'gila', 'sudah', 'jelas', 'anaknya', 'tkanan', 'batin', 'melihat', 'kelakuan', 'dajjal', 'awas', 'saja', 'klau', 'smpai', 'dikasih', 'ada', 'saja', 'klakuan', 'dajjal']","['jdi', 'proses', 'ceraikancpek', 'melihat', 'korban', 'kdrt', 'tidak', 'mau', 'ceraimkanya', 'ngurus', 'hak', 'asuh', 'klau', 'pengadilan', 'smpai', 'mutusin', 'hak', 'asuk', 'dajjal', 'pengadilannya', 'gila', 'jelas', 'anaknya', 'tkanan', 'batin', 'melihat', 'kelakuan', 'dajjal', 'awas', 'klau', 'smpai', 'dikasih', 'klakuan', 'dajjal']","['jdi', 'proses', 'ceraikancpek', 'lihat', 'korban', 'kdrt', 'tidak', 'ceraimkanya', 'ngurus', 'hak', 'asuh', 'klau', 'adil', 'smpai', 'mutusin', 'hak', 'asuk', 'dajjal', 'adil', 'gila', 'jelas', 'anak', 'tkanan', 'batin', 'lihat', 'laku', 'dajjal', 'awas', 'klau', 'smpai', 'kasih', 'klakuan', 'dajjal']",jdi proses ceraikancpek lihat korban kdrt tidak ceraimkanya ngurus hak asuh klau adil smpai mutusin hak asuk dajjal adil gila jelas anak tkanan batin lihat laku dajjal awas klau smpai kasih klakuan dajjal
@abu_qeeana @Not_Ur_Bro @sosmedkeras Cb blg gitu ke anak2 broken home anak2 terlantar keluarga miskin &amp; awut2an krna ortu gk mampu &amp; gbs mendidik anak jg ke istri &amp; anak2 korban KDRT ato yg ditelantarkn oleh suami mokondo brengsek.. ,negatif,cb blg gitu ke anak broken home anak terlantar keluarga miskin dan awutan krna ortu gk mampu dan gbs mendidik anak jg ke istri dan anak korban kdrt ato yg ditelantarkn oleh suami mokondo brengsek,cb bilang begitu ke anak broken home anak terlantar keluarga miskin dan awutan krna orang tua tidak mampu dan tidak bisa mendidik anak juga ke istri dan anak korban kdrt ato yang ditelantarkn oleh suami mokondo brengsek,"['cb', 'bilang', 'begitu', 'ke', 'anak', 'broken', 'home', 'anak', 'terlantar', 'keluarga', 'miskin', 'dan', 'awutan', 'krna', 'orang', 'tua', 'tidak', 'mampu', 'dan', 'tidak', 'bisa', 'mendidik', 'anak', 'juga', 'ke', 'istri', 'dan', 'anak', 'korban', 'kdrt', 'ato', 'yang', 'ditelantarkn', 'oleh', 'suami', 'mokondo', 'brengsek']","['cb', 'bilang', 'anak', 'broken', 'home', 'anak', 'terlantar', 'keluarga', 'miskin', 'awutan', 'krna', 'orang', 'tua', 'tidak', 'mampu', 'tidak', 'mendidik', 'anak', 'istri', 'anak', 'korban', 'kdrt', 'ato', 'ditelantarkn', 'suami', 'mokondo', 'brengsek']","['cb', 'bilang', 'anak', 'broken', 'home', 'anak', 'lantar', 'keluarga', 'miskin', 'awut', 'krna', 'orang', 'tua', 'tidak', 'mampu', 'tidak', 'didik', 'anak', 'istri', 'anak', 'korban', 'kdrt', 'ato', 'ditelantarkn', 'suami', 'mokondo', 'brengsek']",cb bilang anak broken home anak lantar keluarga miskin awut krna orang tua tidak mampu tidak didik anak istri anak korban kdrt ato ditelantarkn suami mokondo brengsek
@rentheaperra @chicojakiro @Sagami_saga12 @panconggggg lakilaki juga banyak kok yang dapet KDRT dan pemerkosaan cuman dinegeri kita ini kalau lakilaki yang jadi korban tetep aja dikata katain.,negatif,lakilaki juga banyak kok yang dapet kdrt dan pemerkosaan cuman dinegeri kita ini kalau lakilaki yang jadi korban tetep aja dikata katain,lakilaki juga banyak kok yang dapat kdrt dan pemerkosaan cuman dinegeri kita ini kalau lakilaki yang jadi korban tetap saja dikata katain,"['lakilaki', 'juga', 'banyak', 'kok', 'yang', 'dapat', 'kdrt', 'dan', 'pemerkosaan', 'cuman', 'dinegeri', 'kita', 'ini', 'kalau', 'lakilaki', 'yang', 'jadi', 'korban', 'tetap', 'saja', 'dikata', 'katain']","['lakilaki', 'banyak', 'kok', 'kdrt', 'pemerkosaan', 'cuman', 'dinegeri', 'kalau', 'lakilaki', 'jadi', 'korban', 'tetap', 'dikata', 'katain']","['lakilaki', 'banyak', 'kdrt', 'perkosa', 'cuman', 'negeri', 'lakilaki', 'korban', 'tetap', 'kata', 'katain']",lakilaki banyak kdrt perkosa cuman negeri lakilaki korban tetap kata katain
@carrpeomnia aamiin terima kasih sayang aku juga masih jauh jauh jauhh banget dari kata siap dan layak buat berumah tangga dan jadi orang tua. sebenernya takut banget ngeliat secara langsung orang2 deket rumah kek ngeremehin pernikahan mereka selingkuh kdrt dan yg jd korban anaknya,negatif,aamiin terima kasih sayang aku juga masih jauh jauh jauhh banget dari kata siap dan layak buat berumah tangga dan jadi orang tua sebenernya takut banget ngeliat secara langsung orang deket rumah kek ngeremehin pernikahan mereka selingkuh kdrt dan yg jd korban anaknya,aamiin terima kasih sayang saya juga masih jauh jauh jauhh banget dari kata siap dan layak buat berumah tangga dan jadi orang tua sebenernya takut banget melihat secara langsung orang deket rumah seperti ngeremehin pernikahan mereka selingkuh kdrt dan yang jadi korban anaknya,"['aamiin', 'terima', 'kasih', 'sayang', 'saya', 'juga', 'masih', 'jauh', 'jauh', 'jauhh', 'banget', 'dari', 'kata', 'siap', 'dan', 'layak', 'buat', 'berumah', 'tangga', 'dan', 'jadi', 'orang', 'tua', 'sebenernya', 'takut', 'banget', 'melihat', 'secara', 'langsung', 'orang', 'deket', 'rumah', 'seperti', 'ngeremehin', 'pernikahan', 'mereka', 'selingkuh', 'kdrt', 'dan', 'yang', 'jadi', 'korban', 'anaknya']","['aamiin', 'terima', 'kasih', 'sayang', 'jauh', 'jauh', 'jauhh', 'banget', 'kata', 'siap', 'layak', 'buat', 'berumah', 'tangga', 'jadi', 'orang', 'tua', 'sebenernya', 'takut', 'banget', 'melihat', 'langsung', 'orang', 'deket', 'rumah', 'ngeremehin', 'pernikahan', 'selingkuh', 'kdrt', 'jadi', 'korban', 'anaknya']","['aamiin', 'terima', 'kasih', 'sayang', 'jauh', 'jauh', 'jauhh', 'banget', 'kata', 'siap', 'layak', 'buat', 'rumah', 'tangga', 'orang', 'tua', 'sebenernya', 'takut', 'banget', 'lihat', 'langsung', 'orang', 'deket', 'rumah', 'ngeremehin', 'nikah', 'selingkuh', 'kdrt', 'korban', 'anak']",aamiin terima kasih sayang jauh jauh jauhh banget kata siap layak buat rumah tangga orang tua sebenernya takut banget lihat langsung orang deket rumah ngeremehin nikah selingkuh kdrt korban anak
@amaryllizs @tanyakanrl disini hidupnya sangat menyedihkan dia harus tinggal dengan mertua yang tidak menginginkannya keluarga besar sang cowok juga menganggap dia cewk murahan karena tekanan sang cowok juga berlaku kasar kedia dia menjadi korban kdrt.,negatif,disini hidupnya sangat menyedihkan dia harus tinggal dengan mertua yang tidak menginginkannya keluarga besar sang cowok juga menganggap dia cewk murahan karena tekanan sang cowok juga berlaku kasar kedia dia menjadi korban kdrt,disini hidupnya sangat menyedihkan dia harus tinggal dengan mertua yang tidak menginginkannya keluarga besar sang cowok juga menganggap dia cewk murahan karena tekanan sang cowok juga berlaku kasar kedia dia menjadi korban kdrt,"['disini', 'hidupnya', 'sangat', 'menyedihkan', 'dia', 'harus', 'tinggal', 'dengan', 'mertua', 'yang', 'tidak', 'menginginkannya', 'keluarga', 'besar', 'sang', 'cowok', 'juga', 'menganggap', 'dia', 'cewk', 'murahan', 'karena', 'tekanan', 'sang', 'cowok', 'juga', 'berlaku', 'kasar', 'kedia', 'dia', 'menjadi', 'korban', 'kdrt']","['disini', 'hidupnya', 'sangat', 'menyedihkan', 'tinggal', 'mertua', 'tidak', 'menginginkannya', 'keluarga', 'besar', 'sang', 'cowok', 'menganggap', 'cewk', 'murahan', 'tekanan', 'sang', 'cowok', 'berlaku', 'kasar', 'kedia', 'menjadi', 'korban', 'kdrt']","['sini', 'hidup', 'sangat', 'sedih', 'tinggal', 'mertua', 'tidak', 'ingin', 'keluarga', 'besar', 'sang', 'cowok', 'anggap', 'cewk', 'murah', 'tekan', 'sang', 'cowok', 'laku', 'kasar', 'dia', 'korban', 'kdrt']",sini hidup sangat sedih tinggal mertua tidak ingin keluarga besar sang cowok anggap cewk murah tekan sang cowok laku kasar dia korban kdrt
@ptrckstrsss kalo korban kdrt nurut mulu mah ujungnya si cowo bakal makin parah ga sih main tangannya?????,negatif,kalo korban kdrt nurut mulu mah ujungnya si cowo bakal makin parah ga sih main tangannya,kalau korban kdrt nurut mulu ujungnya si cowo akan semakin parah tidak main tangannya,"['kalau', 'korban', 'kdrt', 'nurut', 'mulu', 'ujungnya', 'si', 'cowo', 'akan', 'semakin', 'parah', 'tidak', 'main', 'tangannya']","['kalau', 'korban', 'kdrt', 'nurut', 'mulu', 'ujungnya', 'si', 'cowo', 'semakin', 'parah', 'tidak', 'main', 'tangannya']","['korban', 'kdrt', 'nurut', 'mulu', 'ujung', 'cowo', 'makin', 'parah', 'tidak', 'main', 'tangan']",korban kdrt nurut mulu ujung cowo makin parah tidak main tangan
ya iya ngerti kok semua jg tau lah perlu utk saling appreciate satu sama lain.... tp bayangin kl korban KDRT yang bahkan denial kl dia adlh korban dan susah utk keluar dari lingkaran setan tsb baca tips aneh ini,negatif,ya iya ngerti kok semua jg tau lah perlu utk saling appreciate satu sama lain tp bayangin kl korban kdrt yang bahkan denial kl dia adlh korban dan susah utk keluar dari lingkaran setan tsb baca tips aneh ini,ya iya ngerti kok semua juga tahu perlu untuk saling appreciate satu sama lain tetapi bayangkan kalau korban kdrt yang bahkan denial kalau dia adalah korban dan susah untuk keluar dari lingkaran setan tersebut baca tips aneh ini,"['ya', 'iya', 'ngerti', 'kok', 'semua', 'juga', 'tahu', 'perlu', 'untuk', 'saling', 'appreciate', 'satu', 'sama', 'lain', 'tetapi', 'bayangkan', 'kalau', 'korban', 'kdrt', 'yang', 'bahkan', 'denial', 'kalau', 'dia', 'adalah', 'korban', 'dan', 'susah', 'untuk', 'keluar', 'dari', 'lingkaran', 'setan', 'tersebut', 'baca', 'tips', 'aneh', 'ini']","['iya', 'ngerti', 'kok', 'semua', 'tahu', 'perlu', 'saling', 'appreciate', 'satu', 'sama', 'bayangkan', 'kalau', 'korban', 'kdrt', 'bahkan', 'denial', 'kalau', 'korban', 'susah', 'keluar', 'lingkaran', 'setan', 'tersebut', 'baca', 'tips', 'aneh']","['iya', 'ngerti', 'semua', 'tahu', 'perlu', 'saling', 'appreciate', 'satu', 'sama', 'bayang', 'korban', 'kdrt', 'bahkan', 'denial', 'korban', 'susah', 'keluar', 'lingkar', 'setan', 'sebut', 'baca', 'tips', 'aneh']",iya ngerti semua tahu perlu saling appreciate satu sama bayang korban kdrt bahkan denial korban susah keluar lingkar setan sebut baca tips aneh
